"pubmed","experiment","locus","locations"
26572690,"msms","AT4G37910.1","extracellular"
26572690,"msms","AT4G38220.1","extracellular"
26572690,"msms","AT4G38740.1","extracellular"
26572690,"msms","AT4G38800.1","extracellular"
26572690,"msms","AT4G39080.1","extracellular"
26572690,"msms","AT4G39090.1","extracellular"
26572690,"msms","AT4G39120.1","extracellular"
26572690,"msms","AT4G39200.1","extracellular"
26572690,"msms","AT4G39260.1","extracellular"
26572690,"msms","AT4G39540.1","extracellular"
26572690,"msms","AT4G39640.1","extracellular"
26572690,"msms","AT4G39660.1","extracellular"
26572690,"msms","AT4G40030.1","extracellular"
26572690,"msms","AT5G01330.1","extracellular"
26572690,"msms","AT5G01610.1","extracellular"
26572690,"msms","AT5G01650.1","extracellular"
26572690,"msms","AT5G01750.1","extracellular"
26572690,"msms","AT5G01800.1","extracellular"
26572690,"msms","AT5G01930.1","extracellular"
26572690,"msms","AT5G02050.1","extracellular"
26572690,"msms","AT5G02260.1","extracellular"
26572690,"msms","AT5G02450.1","extracellular"
26572690,"msms","AT5G02500.1","extracellular"
26572690,"msms","AT5G02530.1","extracellular"
26572690,"msms","AT5G02560.1","extracellular"
26572690,"msms","AT5G02610.1","extracellular"
26572690,"msms","AT5G02870.1","extracellular"
26572690,"msms","AT5G03290.1","extracellular"
26572690,"msms","AT5G03300.1","extracellular"
26572690,"msms","AT5G03610.1","extracellular"
26572690,"msms","AT5G03630.1","extracellular"
26572690,"msms","AT5G03740.1","extracellular"
26572690,"msms","AT5G04170.1","extracellular"
26572690,"msms","AT5G04430.1","extracellular"
26572690,"msms","AT5G04590.1","extracellular"
26572690,"msms","AT5G04600.1","extracellular"
26572690,"msms","AT5G04740.1","extracellular"
26572690,"msms","AT5G04970.1","extracellular"
26572690,"msms","AT5G05010.1","extracellular"
26572690,"msms","AT5G05460.1","extracellular"
26572690,"msms","AT5G05480.1","extracellular"
26572690,"msms","AT5G05730.1","extracellular"
26572690,"msms","AT5G05960.1","extracellular"
26572690,"msms","AT5G05980.1","extracellular"
26572690,"msms","AT5G06060.1","extracellular"
26572690,"msms","AT5G07030.1","extracellular"
26572690,"msms","AT5G07360.1","extracellular"
26572690,"msms","AT5G07440.1","extracellular"
26572690,"msms","AT5G07460.1","extracellular"
26572690,"msms","AT5G07830.1","extracellular"
26572690,"msms","AT5G08180.1","extracellular"
26572690,"msms","AT5G08290.1","extracellular"
26572690,"msms","AT5G08300.1","extracellular"
26572690,"msms","AT5G08370.1","extracellular"
26572690,"msms","AT5G08380.1","extracellular"
26572690,"msms","AT5G08570.1","extracellular"
26572690,"msms","AT5G08670.1","extracellular"
26572690,"msms","AT5G09440.1","extracellular"
26572690,"msms","AT5G09510.1","extracellular"
26572690,"msms","AT5G09590.1","extracellular"
26572690,"msms","AT5G09620.1","extracellular"
26572690,"msms","AT5G09650.1","extracellular"
26572690,"msms","AT5G09760.1","extracellular"
26572690,"msms","AT5G10130.1","extracellular"
26572690,"msms","AT5G10160.1","extracellular"
26572690,"msms","AT5G10360.1","extracellular"
26572690,"msms","AT5G10450.1","extracellular"
26572690,"msms","AT5G10540.1","extracellular"
26572690,"msms","AT5G10560.1","extracellular"
26572690,"msms","AT5G10770.1","extracellular"
26572690,"msms","AT5G10810.1","extracellular"
26572690,"msms","AT5G10860.1","extracellular"
26572690,"msms","AT5G11170.1","extracellular"
26572690,"msms","AT5G11260.1","extracellular"
26572690,"msms","AT5G11420.1","extracellular"
26572690,"msms","AT5G11450.1","extracellular"
26572690,"msms","AT5G11540.1","extracellular"
26572690,"msms","AT5G11670.1","extracellular"
26572690,"msms","AT5G11680.1","extracellular"
26572690,"msms","AT5G11720.1","extracellular"
26572690,"msms","AT5G11920.1","extracellular"
26572690,"msms","AT5G11950.1","extracellular"
26572690,"msms","AT5G12040.1","extracellular"
26572690,"msms","AT5G12140.1","extracellular"
26572690,"msms","AT5G12190.1","extracellular"
26572690,"msms","AT5G12200.1","extracellular"
26572690,"msms","AT5G12940.1","extracellular"
26572690,"msms","AT5G13120.1","extracellular"
26572690,"msms","AT5G13420.1","extracellular"
26572690,"msms","AT5G13980.1","extracellular"
26572690,"msms","AT5G14040.1","extracellular"
26572690,"msms","AT5G14200.1","extracellular"
26572690,"msms","AT5G14650.1","extracellular"
26572690,"msms","AT5G14920.1","extracellular"
26572690,"msms","AT5G15180.1","extracellular"
26572690,"msms","AT5G15200.1","extracellular"
26572690,"msms","AT5G15230.1","extracellular"
26572690,"msms","AT5G15350.1","extracellular"
26572690,"msms","AT5G15490.1","extracellular"
26572690,"msms","AT5G15650.1","extracellular"
26572690,"msms","AT5G16050.1","extracellular"
26572690,"msms","AT5G16060.1","extracellular"
26572690,"msms","AT5G16130.1","extracellular"
26572690,"msms","AT5G16440.1","extracellular"
26572690,"msms","AT5G16450.1","extracellular"
26572690,"msms","AT5G16510.1","extracellular"
26572690,"msms","AT5G16760.1","extracellular"
26572690,"msms","AT5G16840.1","extracellular"
26572690,"msms","AT5G17290.1","extracellular"
26572690,"msms","AT5G17310.1","extracellular"
26572690,"msms","AT5G17330.1","extracellular"
26572690,"msms","AT5G17380.1","extracellular"
26572690,"msms","AT5G17820.1","extracellular"
26572690,"msms","AT5G17920.1","extracellular"
26572690,"msms","AT5G18170.1","extracellular"
26572690,"msms","AT5G18380.1","extracellular"
26572690,"msms","AT5G18470.1","extracellular"
26572690,"msms","AT5G18860.1","extracellular"
26572690,"msms","AT5G19050.1","extracellular"
26572690,"msms","AT5G19100.1","extracellular"
26572690,"msms","AT5G19110.1","extracellular"
26572690,"msms","AT5G19140.1","extracellular"
26572690,"msms","AT5G19150.1","extracellular"
26572690,"msms","AT5G19230.1","extracellular"
26572690,"msms","AT5G19300.1","extracellular"
26572690,"msms","AT5G19320.1","extracellular"
26572690,"msms","AT5G19740.1","extracellular"
26572690,"msms","AT5G19770.1","extracellular"
26572690,"msms","AT5G19860.1","extracellular"
26572690,"msms","AT5G19890.1","extracellular"
26572690,"msms","AT5G19990.1","extracellular"
26572690,"msms","AT5G20010.1","extracellular"
26572690,"msms","AT5G20080.1","extracellular"
26572690,"msms","AT5G20290.1","extracellular"
26572690,"msms","AT5G20500.1","extracellular"
26572690,"msms","AT5G20550.1","extracellular"
26572690,"msms","AT5G20720.1","extracellular"
26572690,"msms","AT5G20890.1","extracellular"
26572690,"msms","AT5G20920.1","extracellular"
26572690,"msms","AT5G20950.1","extracellular"
26572690,"msms","AT5G20960.1","extracellular"
26572690,"msms","AT5G21060.1","extracellular"
26572690,"msms","AT5G21105.1","extracellular"
26572690,"msms","AT5G22100.1","extracellular"
26572690,"msms","AT5G22440.1","extracellular"
26572690,"msms","AT5G22650.1","extracellular"
26572690,"msms","AT5G22880.1","extracellular"
26572690,"msms","AT5G23010.1","extracellular"
26572690,"msms","AT5G23020.1","extracellular"
26572690,"msms","AT5G23210.1","extracellular"
26572690,"msms","AT5G23400.1","extracellular"
26572690,"msms","AT5G23540.1","extracellular"
26572690,"msms","AT5G23740.1","extracellular"
26572690,"msms","AT5G23820.1","extracellular"
26572690,"msms","AT5G23830.1","extracellular"
26572690,"msms","AT5G23900.1","extracellular"
26572690,"msms","AT5G24070.1","extracellular"
26572690,"msms","AT5G24400.1","extracellular"
26572690,"msms","AT5G24410.1","extracellular"
26572690,"msms","AT5G24490.1","extracellular"
26572690,"msms","AT5G25460.1","extracellular"
26572690,"msms","AT5G25770.1","extracellular"
26572690,"msms","AT5G26130.1","extracellular"
26572690,"msms","AT5G26260.1","extracellular"
26572690,"msms","AT5G26280.1","extracellular"
26572690,"msms","AT5G26360.1","extracellular"
26572690,"msms","AT5G26667.1","extracellular"
26572690,"msms","AT5G26670.1","extracellular"
26572690,"msms","AT5G27450.1","extracellular"
26572690,"msms","AT5G27470.1","extracellular"
26572690,"msms","AT5G27670.1","extracellular"
26572690,"msms","AT5G27700.1","extracellular"
26572690,"msms","AT5G27720.1","extracellular"
26572690,"msms","AT5G27770.1","extracellular"
26572690,"msms","AT5G27850.1","extracellular"
26572690,"msms","AT5G28050.1","extracellular"
26572690,"msms","AT5G28060.1","extracellular"
26572690,"msms","AT5G34850.1","extracellular"
26572690,"msms","AT5G34940.1","extracellular"
26572690,"msms","AT5G35180.1","extracellular"
26572690,"msms","AT5G35590.1","extracellular"
26572690,"msms","AT5G35630.1","extracellular"
26572690,"msms","AT5G36180.1","extracellular"
26572690,"msms","AT5G37450.1","extracellular"
26572690,"msms","AT5G37600.1","extracellular"
26572690,"msms","AT5G37740.1","extracellular"
26572690,"msms","AT5G38470.1","extracellular"
26572690,"msms","AT5G38480.1","extracellular"
26572690,"msms","AT5G38930.1","extracellular"
26572690,"msms","AT5G38940.1","extracellular"
26572690,"msms","AT5G39100.1","extracellular"
26572690,"msms","AT5G39110.1","extracellular"
26572690,"msms","AT5G39120.1","extracellular"
26572690,"msms","AT5G39160.1","extracellular"
26572690,"msms","AT5G39320.1","extracellular"
26572690,"msms","AT5G39730.1","extracellular"
26572690,"msms","AT5G40020.1","extracellular"
26572690,"msms","AT5G40190.1","extracellular"
26572690,"msms","AT5G40760.1","extracellular"
26572690,"msms","AT5G41290.1","extracellular"
26572690,"msms","AT5G41520.1","extracellular"
26572690,"msms","AT5G41670.1","extracellular"
26572690,"msms","AT5G42020.1","extracellular"
26572690,"msms","AT5G42100.1","extracellular"
26572690,"msms","AT5G42180.1","extracellular"
26572690,"msms","AT5G42190.1","extracellular"
26572690,"msms","AT5G42240.1","extracellular"
26572690,"msms","AT5G42500.1","extracellular"
26572690,"msms","AT5G42510.1","extracellular"
26572690,"msms","AT5G42720.1","extracellular"
26572690,"msms","AT5G42790.1","extracellular"
26572690,"msms","AT5G42890.1","extracellular"
26572690,"msms","AT5G42980.1","extracellular"
26572690,"msms","AT5G43060.1","extracellular"
26572690,"msms","AT5G43280.1","extracellular"
26572690,"msms","AT5G43350.1","extracellular"
26572690,"msms","AT5G43400.1","extracellular"
26572690,"msms","AT5G43830.1","extracellular"
26572690,"msms","AT5G43940.1","extracellular"
26572690,"msms","AT5G44020.1","extracellular"
26572690,"msms","AT5G44070.1","extracellular"
26572690,"msms","AT5G44340.1","extracellular"
26572690,"msms","AT5G44380.1","extracellular"
26572690,"msms","AT5G44530.1","extracellular"
26572690,"msms","AT5G44610.1","extracellular"
26572690,"msms","AT5G44720.1","extracellular"
26572690,"msms","AT5G45070.1","extracellular"
26572690,"msms","AT5G45080.1","extracellular"
26572690,"msms","AT5G45280.1","extracellular"
26572690,"msms","AT5G45490.1","extracellular"
26572690,"msms","AT5G45500.1","extracellular"
26572690,"msms","AT5G45510.1","extracellular"
26572690,"msms","AT5G46020.1","extracellular"
26572690,"msms","AT5G46230.1","extracellular"
26572690,"msms","AT5G46290.1","extracellular"
26572690,"msms","AT5G46430.1","extracellular"
26572690,"msms","AT5G47210.1","extracellular"
26572690,"msms","AT5G47450.1","extracellular"
26572690,"msms","AT5G47710.1","extracellular"
26572690,"msms","AT5G47720.1","extracellular"
26572690,"msms","AT5G47760.1","extracellular"
26572690,"msms","AT5G47770.1","extracellular"
26572690,"msms","AT5G47870.1","extracellular"
26572690,"msms","AT5G47890.1","extracellular"
26572690,"msms","AT5G47930.1","extracellular"
26572690,"msms","AT5G48230.1","extracellular"
26572690,"msms","AT5G48430.1","extracellular"
26572690,"msms","AT5G48480.1","extracellular"
26572690,"msms","AT5G48540.1","extracellular"
26572690,"msms","AT5G48580.1","extracellular"
26572690,"msms","AT5G48870.1","extracellular"
26572690,"msms","AT5G48900.1","extracellular"
26572690,"msms","AT5G49360.1","extracellular"
26572690,"msms","AT5G49510.1","extracellular"
26572690,"msms","AT5G49760.1","extracellular"
26572690,"msms","AT5G49810.1","extracellular"
26572690,"msms","AT5G50200.1","extracellular"
26572690,"msms","AT5G50400.1","extracellular"
26572690,"msms","AT5G51550.1","extracellular"
26572690,"msms","AT5G51590.1","extracellular"
26572690,"msms","AT5G51970.1","extracellular"
26572690,"msms","AT5G52470.1","extracellular"
26572690,"msms","AT5G52650.1","extracellular"
26572690,"msms","AT5G52920.1","extracellular"
26572690,"msms","AT5G53045.1","extracellular"
26572690,"msms","AT5G53140.1","extracellular"
26572690,"msms","AT5G53180.1","extracellular"
26572690,"msms","AT5G53400.1","extracellular"
26572690,"msms","AT5G53530.1","extracellular"
26572690,"msms","AT5G54110.1","extracellular"
26572690,"msms","AT5G54160.1","extracellular"
26572690,"msms","AT5G54430.1","extracellular"
26572690,"msms","AT5G54500.1","extracellular"
26572690,"msms","AT5G54660.1","extracellular"
26572690,"msms","AT5G54750.1","extracellular"
26572690,"msms","AT5G54870.1","extracellular"
26572690,"msms","AT5G55160.1","extracellular"
26572690,"msms","AT5G55480.1","extracellular"
26572690,"msms","AT5G55660.1","extracellular"
26572690,"msms","AT5G55730.1","extracellular"
26572690,"msms","AT5G56260.1","extracellular"
26572690,"msms","AT5G56320.1","extracellular"
26572690,"msms","AT5G56350.1","extracellular"
26572690,"msms","AT5G56500.1","extracellular"
26572690,"msms","AT5G56590.1","extracellular"
26572690,"msms","AT5G56680.1","extracellular"
26572690,"msms","AT5G56950.1","extracellular"
26572690,"msms","AT5G57020.1","extracellular"
26572690,"msms","AT5G57290.1","extracellular"
26572690,"msms","AT5G57655.1","extracellular"
26572690,"msms","AT5G57700.1","extracellular"
26572690,"msms","AT5G57870.1","extracellular"
26572690,"msms","AT5G58005.1","extracellular"
26572690,"msms","AT5G58070.1","extracellular"
26572690,"msms","AT5G58090.1","extracellular"
26572690,"msms","AT5G58110.1","extracellular"
26572690,"msms","AT5G58220.3","extracellular"
26572690,"msms","AT5G59090.1","extracellular"
26572690,"msms","AT5G59160.1","extracellular"
26572690,"msms","AT5G59680.1","extracellular"
26572690,"msms","AT5G59870.1","extracellular"
26572690,"msms","AT5G59880.1","extracellular"
26572690,"msms","AT5G59910.1","extracellular"
26572690,"msms","AT5G59950.1","extracellular"
26572690,"msms","AT5G60160.1","extracellular"
26572690,"msms","AT5G60360.1","extracellular"
26572690,"msms","AT5G60640.1","extracellular"
26572690,"msms","AT5G60660.1","extracellular"
26572690,"msms","AT5G60980.1","extracellular"
26572690,"msms","AT5G61170.1","extracellular"
26572690,"msms","AT5G61250.1","extracellular"
26572690,"msms","AT5G61770.1","extracellular"
26572690,"msms","AT5G61780.1","extracellular"
26572690,"msms","AT5G62350.1","extracellular"
26572690,"msms","AT5G62440.1","extracellular"
26572690,"msms","AT5G62630.1","extracellular"
26572690,"msms","AT5G63140.1","extracellular"
26572690,"msms","AT5G63310.1","extracellular"
26572690,"msms","AT5G63400.1","extracellular"
26572690,"msms","AT5G63550.1","extracellular"
26572690,"msms","AT5G63600.1","extracellular"
26572690,"msms","AT5G63660.1","extracellular"
26572690,"msms","AT5G63680.1","extracellular"
26572690,"msms","AT5G63800.1","extracellular"
26572690,"msms","AT5G63810.1","extracellular"
26572690,"msms","AT5G63890.1","extracellular"
26572690,"msms","AT5G63980.1","extracellular"
26572690,"msms","AT5G64100.1","extracellular"
26572690,"msms","AT5G64120.1","extracellular"
26572690,"msms","AT5G64140.1","extracellular"
26572690,"msms","AT5G64260.1","extracellular"
26572690,"msms","AT5G64370.1","extracellular"
26572690,"msms","AT5G64570.1","extracellular"
26572690,"msms","AT5G65020.1","extracellular"
26572690,"msms","AT5G65430.1","extracellular"
26572690,"msms","AT5G65620.1","extracellular"
26572690,"msms","AT5G65690.1","extracellular"
26572690,"msms","AT5G65760.1","extracellular"
26572690,"msms","AT5G65780.1","extracellular"
26572690,"msms","AT5G65940.1","extracellular"
26572690,"msms","AT5G66090.1","extracellular"
26572690,"msms","AT5G66390.1","extracellular"
26572690,"msms","AT5G66590.1","extracellular"
26572690,"msms","AT5G66860.1","extracellular"
26572690,"msms","AT5G66920.1","extracellular"
26572690,"msms","AT5G67150.1","extracellular"
26572690,"msms","AT5G67360.1","extracellular"
26572690,"msms","AT5G67400.1","extracellular"
26572690,"msms","AT5G67510.1","extracellular"
26572690,"msms","AT5G67590.1","extracellular"
26572690,"msms","ATCG00490.1","extracellular"
26572690,"msms","ATCG00670.1","extracellular"
26608698,"gfp","AT4G25640.1","vacuole"
26728150,"gfp","AT2G45000.1","cytosol"
26742850,"gfp","AT3G09970.1","cytosol"
26779221,"gfp","AT5G67270.1","nucleus"
26781341,"msms","AT1G01100.1","plasma membrane"
26781341,"msms","AT1G01320.1","plasma membrane"
26781341,"msms","AT1G01510.1","plasma membrane"
26781341,"msms","AT1G01540.1","plasma membrane"
26781341,"msms","AT1G01620.1","plasma membrane"
26781341,"msms","AT1G01910.1","plasma membrane"
26781341,"msms","AT1G02130.1","plasma membrane"
26781341,"msms","AT1G02180.1","plasma membrane"
26781341,"msms","AT1G02780.1","plasma membrane"
26781341,"msms","AT1G02930.1","plasma membrane"
26781341,"msms","AT1G03590.1","plasma membrane"
26781341,"msms","AT1G03870.1","plasma membrane"
26781341,"msms","AT1G04270.1","plasma membrane"
26781341,"msms","AT1G04410.1","plasma membrane"
26781341,"msms","AT1G04480.1","plasma membrane"
26781341,"msms","AT1G04690.1","plasma membrane"
26781341,"msms","AT1G04750.1","plasma membrane"
26781341,"msms","AT1G04780.1","plasma membrane"
26781341,"msms","AT1G04820.1","plasma membrane"
26781341,"msms","AT1G05010.1","plasma membrane"
26781341,"msms","AT1G05150.1","plasma membrane"
26781341,"msms","AT1G05500.1","plasma membrane"
26781341,"msms","AT1G05960.1","plasma membrane"
26781341,"msms","AT1G06400.1","plasma membrane"
26781341,"msms","AT1G06700.1","plasma membrane"
26781341,"msms","AT1G06840.1","plasma membrane"
26781341,"msms","AT1G07770.1","plasma membrane"
26781341,"msms","AT1G07810.1","plasma membrane"
26781341,"msms","AT1G07890.1","plasma membrane"
26781341,"msms","AT1G07920.1","plasma membrane"
26781341,"msms","AT1G08360.1","plasma membrane"
26781341,"msms","AT1G08420.1","plasma membrane"
26781341,"msms","AT1G08450.1","plasma membrane"
26781341,"msms","AT1G08680.1","plasma membrane"
26781341,"msms","AT1G09070.1","plasma membrane"
26781341,"msms","AT1G09160.1","plasma membrane"
26781341,"msms","AT1G09210.1","plasma membrane"
26781341,"msms","AT1G09310.1","plasma membrane"
26781341,"msms","AT1G09430.1","plasma membrane"
26781341,"msms","AT1G09440.1","plasma membrane"
26781341,"msms","AT1G09590.1","plasma membrane"
26781341,"msms","AT1G09620.1","plasma membrane"
26781341,"msms","AT1G09630.1","plasma membrane"
26781341,"msms","AT1G09640.1","plasma membrane"
26781341,"msms","AT1G09780.1","plasma membrane"
26781341,"msms","AT1G10290.1","plasma membrane"
26781341,"msms","AT1G10430.1","plasma membrane"
26781341,"msms","AT1G10630.1","plasma membrane"
26781341,"msms","AT1G10850.1","plasma membrane"
26781341,"msms","AT1G11260.1","plasma membrane"
26781341,"msms","AT1G11330.1","plasma membrane"
26781341,"msms","AT1G11545.1","plasma membrane"
26781341,"msms","AT1G11580.1","plasma membrane"
26781341,"msms","AT1G11820.1","plasma membrane"
26781341,"msms","AT1G11840.1","plasma membrane"
26781341,"msms","AT1G12000.1","plasma membrane"
26781341,"msms","AT1G12080.2","plasma membrane"
26781341,"msms","AT1G12110.1","plasma membrane"
26781341,"msms","AT1G12310.1","plasma membrane"
26781341,"msms","AT1G12360.1","plasma membrane"
26781341,"msms","AT1G12780.1","plasma membrane"
26781341,"msms","AT1G12840.1","plasma membrane"
26781341,"msms","AT1G12920.1","plasma membrane"
26781341,"msms","AT1G13110.1","plasma membrane"
26781341,"msms","AT1G13320.1","plasma membrane"
26781341,"msms","AT1G13440.1","plasma membrane"
26781341,"msms","AT1G13930.1","plasma membrane"
26781341,"msms","AT1G14000.1","plasma membrane"
26781341,"msms","AT1G14320.1","plasma membrane"
26781341,"msms","AT1G14380.1","plasma membrane"
26781341,"msms","AT1G14830.1","plasma membrane"
26781341,"msms","AT1G14870.1","plasma membrane"
26781341,"msms","AT1G15210.1","plasma membrane"
26781341,"msms","AT1G15690.1","plasma membrane"
26781341,"msms","AT1G16670.1","plasma membrane"
26781341,"msms","AT1G16860.1","plasma membrane"
26781341,"msms","AT1G16890.2","plasma membrane"
26781341,"msms","AT1G17140.1","plasma membrane"
26781341,"msms","AT1G17290.1","plasma membrane"
26781341,"msms","AT1G17620.1","plasma membrane"
26781341,"msms","AT1G17840.1","plasma membrane"
26781341,"msms","AT1G18080.1","plasma membrane"
26781341,"msms","AT1G18540.1","plasma membrane"
26781341,"msms","AT1G19110.1","plasma membrane"
26781341,"msms","AT1G19570.1","plasma membrane"
26781341,"msms","AT1G19835.1","plasma membrane"
26781341,"msms","AT1G19870.1","plasma membrane"
26781341,"msms","AT1G20010.1","plasma membrane"
26781341,"msms","AT1G20090.1","plasma membrane"
26781341,"msms","AT1G20260.1","plasma membrane"
26781341,"msms","AT1G20330.1","plasma membrane"
26781341,"msms","AT1G20440.1","plasma membrane"
26781341,"msms","AT1G20450.1","plasma membrane"
26781341,"msms","AT1G20620.1","plasma membrane"
26781341,"msms","AT1G20760.1","plasma membrane"
26781341,"msms","AT1G20780.1","plasma membrane"
26781341,"msms","AT1G21080.1","plasma membrane"
26781341,"msms","AT1G21380.1","plasma membrane"
26781341,"msms","AT1G21630.1","plasma membrane"
26781341,"msms","AT1G21750.1","plasma membrane"
26781341,"msms","AT1G21880.1","plasma membrane"
26781341,"msms","AT1G22280.1","plasma membrane"
26781341,"msms","AT1G22300.1","plasma membrane"
26781341,"msms","AT1G22530.1","plasma membrane"
26781341,"msms","AT1G22710.1","plasma membrane"
26781341,"msms","AT1G22780.1","plasma membrane"
26781341,"msms","AT1G23080.2","plasma membrane"
26781341,"msms","AT1G23090.1","plasma membrane"
26781341,"msms","AT1G23190.1","plasma membrane"
26781341,"msms","AT1G23290.1","plasma membrane"
26781341,"msms","AT1G24020.1","plasma membrane"
26781341,"msms","AT1G24160.1","plasma membrane"
26781341,"msms","AT1G24510.1","plasma membrane"
26781341,"msms","AT1G25490.1","plasma membrane"
26781341,"msms","AT1G26630.1","plasma membrane"
26781341,"msms","AT1G26880.1","plasma membrane"
26781341,"msms","AT1G27020.1","plasma membrane"
26781341,"msms","AT1G27130.1","plasma membrane"
26781341,"msms","AT1G27190.1","plasma membrane"
26781341,"msms","AT1G27400.1","plasma membrane"
26781341,"msms","AT1G27450.1","plasma membrane"
26781341,"msms","AT1G27500.1","plasma membrane"
26781341,"msms","AT1G27970.1","plasma membrane"
26781341,"msms","AT1G27980.1","plasma membrane"
26781341,"msms","AT1G29690.1","plasma membrane"
26781341,"msms","AT1G29880.1","plasma membrane"
26781341,"msms","AT1G30230.1","plasma membrane"
26781341,"msms","AT1G30360.1","plasma membrane"
26781341,"msms","AT1G30440.1","plasma membrane"
26781341,"msms","AT1G30570.1","plasma membrane"
26781341,"msms","AT1G30580.1","plasma membrane"
26781341,"msms","AT1G30690.1","plasma membrane"
26781341,"msms","AT1G31070.2","plasma membrane"
26781341,"msms","AT1G31440.1","plasma membrane"
26781341,"msms","AT1G31812.1","plasma membrane"
26781341,"msms","AT1G32050.1","plasma membrane"
26781341,"msms","AT1G32090.1","plasma membrane"
26781341,"msms","AT1G33120.1","plasma membrane"
26781341,"msms","AT1G33490.1","plasma membrane"
26781341,"msms","AT1G33990.1","plasma membrane"
26781341,"msms","AT1G34760.1","plasma membrane"
26781341,"msms","AT1G35160.1","plasma membrane"
26781341,"msms","AT1G35580.1","plasma membrane"
26781341,"msms","AT1G35620.1","plasma membrane"
26781341,"msms","AT1G35720.1","plasma membrane"
26781341,"msms","AT1G36240.1","plasma membrane"
26781341,"msms","AT1G37130.1","plasma membrane"
26781341,"msms","AT1G42550.1","plasma membrane"
26781341,"msms","AT1G42970.1","plasma membrane"
26781341,"msms","AT1G43170.1","plasma membrane"
26781341,"msms","AT1G43890.1","plasma membrane"
26781341,"msms","AT1G44100.1","plasma membrane"
26781341,"msms","AT1G44170.1","plasma membrane"
26781341,"msms","AT1G45688.1","plasma membrane"
26781341,"msms","AT1G47200.1","plasma membrane"
26781341,"msms","AT1G47550.1","plasma membrane"
26781341,"msms","AT1G47830.1","plasma membrane"
26781341,"msms","AT1G47900.1","plasma membrane"
26781341,"msms","AT1G48210.1","plasma membrane"
26781341,"msms","AT1G48240.1","plasma membrane"
26781341,"msms","AT1G48480.1","plasma membrane"
26781341,"msms","AT1G48830.1","plasma membrane"
26781341,"msms","AT1G49040.1","plasma membrane"
26781341,"msms","AT1G49240.1","plasma membrane"
26781341,"msms","AT1G49340.1","plasma membrane"
26781341,"msms","AT1G50200.1","plasma membrane"
26781341,"msms","AT1G50480.1","plasma membrane"
26781341,"msms","AT1G51500.1","plasma membrane"
26781341,"msms","AT1G51760.1","plasma membrane"
26781341,"msms","AT1G51800.1","plasma membrane"
26781341,"msms","AT1G51805.1","plasma membrane"
26781341,"msms","AT1G51850.1","plasma membrane"
26781341,"msms","AT1G51940.1","plasma membrane"
26781341,"msms","AT1G52100.1","plasma membrane"
26781341,"msms","AT1G52190.1","plasma membrane"
26781341,"msms","AT1G52200.1","plasma membrane"
26781341,"msms","AT1G52320.2","plasma membrane"
26781341,"msms","AT1G52540.1","plasma membrane"
26781341,"msms","AT1G52600.1","plasma membrane"
26781341,"msms","AT1G52760.1","plasma membrane"
26781341,"msms","AT1G53310.1","plasma membrane"
26781341,"msms","AT1G53430.1","plasma membrane"
26781341,"msms","AT1G53440.1","plasma membrane"
26781341,"msms","AT1G53730.1","plasma membrane"
26781341,"msms","AT1G53750.1","plasma membrane"
26781341,"msms","AT1G53840.1","plasma membrane"
26781341,"msms","AT1G54320.1","plasma membrane"
26781341,"msms","AT1G54610.1","plasma membrane"
26781341,"msms","AT1G55020.1","plasma membrane"
26781341,"msms","AT1G55490.1","plasma membrane"
26781341,"msms","AT1G55850.1","plasma membrane"
26781341,"msms","AT1G56070.1","plasma membrane"
26781341,"msms","AT1G56145.1","plasma membrane"
26781341,"msms","AT1G56190.1","plasma membrane"
26781341,"msms","AT1G56330.1","plasma membrane"
26781341,"msms","AT1G56340.1","plasma membrane"
26781341,"msms","AT1G56450.1","plasma membrane"
26781341,"msms","AT1G57720.1","plasma membrane"
26781341,"msms","AT1G58360.1","plasma membrane"
26781341,"msms","AT1G58380.1","plasma membrane"
26781341,"msms","AT1G59610.1","plasma membrane"
26781341,"msms","AT1G59830.1","plasma membrane"
26781341,"msms","AT1G59870.1","plasma membrane"
26781341,"msms","AT1G61180.1","plasma membrane"
26781341,"msms","AT1G61250.1","plasma membrane"
26781341,"msms","AT1G61790.1","plasma membrane"
26781341,"msms","AT1G62380.1","plasma membrane"
26781341,"msms","AT1G62480.1","plasma membrane"
26781341,"msms","AT1G62740.1","plasma membrane"
26781341,"msms","AT1G62820.1","plasma membrane"
26781341,"msms","AT1G63500.1","plasma membrane"
26781341,"msms","AT1G63660.1","plasma membrane"
26781341,"msms","AT1G64090.1","plasma membrane"
26781341,"msms","AT1G64230.1","plasma membrane"
26781341,"msms","AT1G64500.1","plasma membrane"
26781341,"msms","AT1G64640.1","plasma membrane"
26781341,"msms","AT1G64710.1","plasma membrane"
26781341,"msms","AT1G64740.1","plasma membrane"
26781341,"msms","AT1G64760.1","plasma membrane"
26781341,"msms","AT1G65270.1","plasma membrane"
26781341,"msms","AT1G65820.1","plasma membrane"
26781341,"msms","AT1G65930.1","plasma membrane"
26781341,"msms","AT1G65960.2","plasma membrane"
26781341,"msms","AT1G65980.1","plasma membrane"
26781341,"msms","AT1G66150.1","plasma membrane"
26781341,"msms","AT1G66200.1","plasma membrane"
26781341,"msms","AT1G66240.1","plasma membrane"
26781341,"msms","AT1G66410.1","plasma membrane"
26781341,"msms","AT1G66940.1","plasma membrane"
26781341,"msms","AT1G66970.1","plasma membrane"
26781341,"msms","AT1G67090.1","plasma membrane"
