"pubmed","experiment","locus","locations"
17317660,"msms","AT1G11360.1","plasma membrane"
17317660,"msms","AT1G11680.1","plasma membrane"
17317660,"msms","AT1G11840.1","plasma membrane"
17317660,"msms","AT1G11960.1","plasma membrane"
17317660,"msms","AT1G12110.1","plasma membrane"
17317660,"msms","AT1G12360.1","plasma membrane"
17317660,"msms","AT1G12460.1","plasma membrane"
17317660,"msms","AT1G12920.1","plasma membrane"
17317660,"msms","AT1G12940.1","plasma membrane"
17317660,"msms","AT1G13210.1","plasma membrane"
17317660,"msms","AT1G13320.1","plasma membrane"
17317660,"msms","AT1G13440.1","plasma membrane"
17317660,"msms","AT1G13930.1","plasma membrane"
17317660,"msms","AT1G14380.1","plasma membrane"
17317660,"msms","AT1G14460.1","plasma membrane"
17317660,"msms","AT1G14830.1","plasma membrane"
17317660,"msms","AT1G14840.1","plasma membrane"
17317660,"msms","AT1G14870.1","plasma membrane"
17317660,"msms","AT1G15080.1","plasma membrane"
17317660,"msms","AT1G15210.1","plasma membrane"
17317660,"msms","AT1G15400.1","plasma membrane"
17317660,"msms","AT1G15530.1","plasma membrane"
17317660,"msms","AT1G15690.1","plasma membrane"
17317660,"msms","AT1G16030.1","plasma membrane"
17317660,"msms","AT1G16220.1","plasma membrane"
17317660,"msms","AT1G16440.1","plasma membrane"
17317660,"msms","AT1G16520.1","plasma membrane"
17317660,"msms","AT1G16860.1","plasma membrane"
17317660,"msms","AT1G16920.1","plasma membrane"
17317660,"msms","AT1G17620.1","plasma membrane"
17317660,"msms","AT1G17750.1","plasma membrane"
17317660,"msms","AT1G17840.1","plasma membrane"
17317660,"msms","AT1G18150.1","plasma membrane"
17317660,"msms","AT1G18160.1","plasma membrane"
17317660,"msms","AT1G18180.1","plasma membrane"
17317660,"msms","AT1G18210.1","plasma membrane"
17317660,"msms","AT1G18390.1","plasma membrane"
17317660,"msms","AT1G18540.1","plasma membrane"
17317660,"msms","AT1G18670.1","plasma membrane"
17317660,"msms","AT1G19110.1","plasma membrane"
17317660,"msms","AT1G19650.1","plasma membrane"
17317660,"msms","AT1G19835.1","plasma membrane"
17317660,"msms","AT1G19870.1","plasma membrane"
17317660,"msms","AT1G20050.1","plasma membrane"
17317660,"msms","AT1G20200.1","plasma membrane"
17317660,"msms","AT1G20620.1","plasma membrane"
17317660,"msms","AT1G20760.1","plasma membrane"
17317660,"msms","AT1G20970.1","plasma membrane"
17317660,"msms","AT1G20980.1","plasma membrane"
17317660,"msms","AT1G21630.1","plasma membrane"
17317660,"msms","AT1G21730.1","plasma membrane"
17317660,"msms","AT1G22280.1","plasma membrane"
17317660,"msms","AT1G22300.1","plasma membrane"
17317660,"msms","AT1G22530.1","plasma membrane"
17317660,"msms","AT1G22780.1","plasma membrane"
17317660,"msms","AT1G22880.1","plasma membrane"
17317660,"msms","AT1G23080.1","plasma membrane"
17317660,"msms","AT1G23190.1","plasma membrane"
17317660,"msms","AT1G23410.1","plasma membrane"
17317660,"msms","AT1G23730.1","plasma membrane"
17317660,"msms","AT1G24150.1","plasma membrane"
17317660,"msms","AT1G24510.1","plasma membrane"
17317660,"msms","AT1G24530.1","plasma membrane"
17317660,"msms","AT1G25280.1","plasma membrane"
17317660,"msms","AT1G25320.1","plasma membrane"
17317660,"msms","AT1G25390.1","plasma membrane"
17317660,"msms","AT1G25570.1","plasma membrane"
17317660,"msms","AT1G26130.1","plasma membrane"
17317660,"msms","AT1G26150.1","plasma membrane"
17317660,"msms","AT1G26730.1","plasma membrane"
17317660,"msms","AT1G27400.1","plasma membrane"
17317660,"msms","AT1G27460.1","plasma membrane"
17317660,"msms","AT1G27770.1","plasma membrane"
17317660,"msms","AT1G27850.1","plasma membrane"
17317660,"msms","AT1G27970.1","plasma membrane"
17317660,"msms","AT1G29250.1","plasma membrane"
17317660,"msms","AT1G29980.1","plasma membrane"
17317660,"msms","AT1G30230.1","plasma membrane"
17317660,"msms","AT1G30320.1","plasma membrane"
17317660,"msms","AT1G30360.1","plasma membrane"
17317660,"msms","AT1G30440.1","plasma membrane"
17317660,"msms","AT1G30450.1","plasma membrane"
17317660,"msms","AT1G30570.1","plasma membrane"
17317660,"msms","AT1G30690.1","plasma membrane"
17317660,"msms","AT1G31335.1","plasma membrane"
17317660,"msms","AT1G31440.1","plasma membrane"
17317660,"msms","AT1G31460.1","plasma membrane"
17317660,"msms","AT1G31812.1","plasma membrane"
17317660,"msms","AT1G31940.1","plasma membrane"
17317660,"msms","AT1G32050.1","plasma membrane"
17317660,"msms","AT1G32090.1","plasma membrane"
17317660,"msms","AT1G32190.1","plasma membrane"
17317660,"msms","AT1G32690.1","plasma membrane"
17317660,"msms","AT1G32860.1","plasma membrane"
17317660,"msms","AT1G33120.1","plasma membrane"
17317660,"msms","AT1G33440.1","plasma membrane"
17317660,"msms","AT1G33990.1","plasma membrane"
17317660,"msms","AT1G34130.1","plasma membrane"
17317660,"msms","AT1G34210.1","plasma membrane"
17317660,"msms","AT1G34300.1","plasma membrane"
17317660,"msms","AT1G34320.1","plasma membrane"
17317660,"msms","AT1G34430.1","plasma membrane"
17317660,"msms","AT1G35160.1","plasma membrane"
17317660,"msms","AT1G35580.1","plasma membrane"
17317660,"msms","AT1G35660.1","plasma membrane"
17317660,"msms","AT1G35670.1","plasma membrane"
17317660,"msms","AT1G35720.1","plasma membrane"
17317660,"msms","AT1G36160.1","plasma membrane"
17317660,"msms","AT1G37130.1","plasma membrane"
17317660,"msms","AT1G42470.1","plasma membrane"
17317660,"msms","AT1G43170.1","plasma membrane"
17317660,"msms","AT1G45000.1","plasma membrane"
17317660,"msms","AT1G45688.1","plasma membrane"
17317660,"msms","AT1G47200.1","plasma membrane"
17317660,"msms","AT1G47250.1","plasma membrane"
17317660,"msms","AT1G47330.1","plasma membrane"
17317660,"msms","AT1G47550.1","plasma membrane"
17317660,"msms","AT1G47670.1","plasma membrane"
17317660,"msms","AT1G47900.1","plasma membrane"
17317660,"msms","AT1G48210.1","plasma membrane"
17317660,"msms","AT1G48240.1","plasma membrane"
17317660,"msms","AT1G48370.1","plasma membrane"
17317660,"msms","AT1G48480.1","plasma membrane"
17317660,"msms","AT1G48830.1","plasma membrane"
17317660,"msms","AT1G49240.1","plasma membrane"
17317660,"msms","AT1G49340.1","plasma membrane"
17317660,"msms","AT1G49580.1","plasma membrane"
17317660,"msms","AT1G49730.1","plasma membrane"
17317660,"msms","AT1G50360.1","plasma membrane"
17317660,"msms","AT1G50430.1","plasma membrane"
17317660,"msms","AT1G50480.1","plasma membrane"
17317660,"msms","AT1G50510.1","plasma membrane"
17317660,"msms","AT1G51760.1","plasma membrane"
17317660,"msms","AT1G51850.1","plasma membrane"
17317660,"msms","AT1G52200.1","plasma membrane"
17317660,"msms","AT1G52290.1","plasma membrane"
17317660,"msms","AT1G52320.1","plasma membrane"
17317660,"msms","AT1G52540.1","plasma membrane"
17317660,"msms","AT1G53050.1","plasma membrane"
17317660,"msms","AT1G53390.1","plasma membrane"
17317660,"msms","AT1G53430.1","plasma membrane"
17317660,"msms","AT1G53440.1","plasma membrane"
17317660,"msms","AT1G53470.1","plasma membrane"
17317660,"msms","AT1G53590.1","plasma membrane"
17317660,"msms","AT1G53730.1","plasma membrane"
17317660,"msms","AT1G53750.1","plasma membrane"
17317660,"msms","AT1G53840.1","plasma membrane"
17317660,"msms","AT1G53850.1","plasma membrane"
17317660,"msms","AT1G54080.1","plasma membrane"
17317660,"msms","AT1G54270.1","plasma membrane"
17317660,"msms","AT1G54310.1","plasma membrane"
17317660,"msms","AT1G54340.1","plasma membrane"
17317660,"msms","AT1G54610.1","plasma membrane"
17317660,"msms","AT1G55350.1","plasma membrane"
17317660,"msms","AT1G55490.1","plasma membrane"
17317660,"msms","AT1G55610.1","plasma membrane"
17317660,"msms","AT1G55850.1","plasma membrane"
17317660,"msms","AT1G56080.1","plasma membrane"
17317660,"msms","AT1G56140.1","plasma membrane"
17317660,"msms","AT1G56145.1","plasma membrane"
17317660,"msms","AT1G56230.1","plasma membrane"
17317660,"msms","AT1G56330.1","plasma membrane"
17317660,"msms","AT1G57700.1","plasma membrane"
17317660,"msms","AT1G57720.1","plasma membrane"
17317660,"msms","AT1G57990.1","plasma membrane"
17317660,"msms","AT1G58250.1","plasma membrane"
17317660,"msms","AT1G58360.1","plasma membrane"
17317660,"msms","AT1G58380.1","plasma membrane"
17317660,"msms","AT1G59610.1","plasma membrane"
17317660,"msms","AT1G59650.1","plasma membrane"
17317660,"msms","AT1G59740.1","plasma membrane"
17317660,"msms","AT1G59820.1","plasma membrane"
17317660,"msms","AT1G59830.1","plasma membrane"
17317660,"msms","AT1G59870.1","plasma membrane"
17317660,"msms","AT1G59910.1","plasma membrane"
17317660,"msms","AT1G59970.1","plasma membrane"
17317660,"msms","AT1G60030.1","plasma membrane"
17317660,"msms","AT1G60800.1","plasma membrane"
17317660,"msms","AT1G60870.1","plasma membrane"
17317660,"msms","AT1G60890.1","plasma membrane"
17317660,"msms","AT1G61250.1","plasma membrane"
17317660,"msms","AT1G61630.1","plasma membrane"
17317660,"msms","AT1G61790.1","plasma membrane"
17317660,"msms","AT1G61900.1","plasma membrane"
17317660,"msms","AT1G61950.1","plasma membrane"
17317660,"msms","AT1G62020.1","plasma membrane"
17317660,"msms","AT1G62380.1","plasma membrane"
17317660,"msms","AT1G62740.1","plasma membrane"
17317660,"msms","AT1G63110.1","plasma membrane"
17317660,"msms","AT1G63430.1","plasma membrane"
17317660,"msms","AT1G63500.1","plasma membrane"
17317660,"msms","AT1G63640.1","plasma membrane"
17317660,"msms","AT1G63690.1","plasma membrane"
17317660,"msms","AT1G63830.1","plasma membrane"
17317660,"msms","AT1G64060.1","plasma membrane"
17317660,"msms","AT1G64080.1","plasma membrane"
17317660,"msms","AT1G64180.1","plasma membrane"
17317660,"msms","AT1G64760.1","plasma membrane"
17317660,"msms","AT1G65020.1","plasma membrane"
17317660,"msms","AT1G65040.1","plasma membrane"
17317660,"msms","AT1G65240.1","plasma membrane"
17317660,"msms","AT1G65730.1","plasma membrane"
17317660,"msms","AT1G65920.1","plasma membrane"
17317660,"msms","AT1G65985.1","plasma membrane"
17317660,"msms","AT1G66150.1","plasma membrane"
17317660,"msms","AT1G66250.1","plasma membrane"
17317660,"msms","AT1G66410.1","plasma membrane"
17317660,"msms","AT1G66480.1","plasma membrane"
17317660,"msms","AT1G66830.1","plasma membrane"
17317660,"msms","AT1G66880.1","plasma membrane"
17317660,"msms","AT1G67060.1","plasma membrane"
17317660,"msms","AT1G68220.1","plasma membrane"
17317660,"msms","AT1G68720.1","plasma membrane"
17317660,"msms","AT1G69295.1","plasma membrane"
17317660,"msms","AT1G69480.1","plasma membrane"
17317660,"msms","AT1G69840.1","plasma membrane"
17317660,"msms","AT1G69850.1","plasma membrane"
17317660,"msms","AT1G70140.1","plasma membrane"
17317660,"msms","AT1G70300.1","plasma membrane"
17317660,"msms","AT1G70520.1","plasma membrane"
17317660,"msms","AT1G70530.1","plasma membrane"
17317660,"msms","AT1G70730.1","plasma membrane"
17317660,"msms","AT1G70770.1","plasma membrane"
17317660,"msms","AT1G70940.1","plasma membrane"
17317660,"msms","AT1G71380.1","plasma membrane"
17317660,"msms","AT1G71830.1","plasma membrane"
17317660,"msms","AT1G71860.1","plasma membrane"
17317660,"msms","AT1G71880.1","plasma membrane"
17317660,"msms","AT1G72150.1","plasma membrane"
17317660,"msms","AT1G72160.1","plasma membrane"
17317660,"msms","AT1G72370.1","plasma membrane"
17317660,"msms","AT1G72410.1","plasma membrane"
17317660,"msms","AT1G72500.1","plasma membrane"
17317660,"msms","AT1G72710.1","plasma membrane"
17317660,"msms","AT1G72790.1","plasma membrane"
17317660,"msms","AT1G73080.1","plasma membrane"
17317660,"msms","AT1G73180.1","plasma membrane"
17317660,"msms","AT1G73450.1","plasma membrane"
17317660,"msms","AT1G73460.1","plasma membrane"
17317660,"msms","AT1G73590.1","plasma membrane"
17317660,"msms","AT1G74050.1","plasma membrane"
17317660,"msms","AT1G74690.1","plasma membrane"
17317660,"msms","AT1G74720.1","plasma membrane"
17317660,"msms","AT1G74740.1","plasma membrane"
17317660,"msms","AT1G74790.1","plasma membrane"
17317660,"msms","AT1G75370.1","plasma membrane"
17317660,"msms","AT1G75640.1","plasma membrane"
17317660,"msms","AT1G75680.1","plasma membrane"
17317660,"msms","AT1G75950.1","plasma membrane"
17317660,"msms","AT1G75990.1","plasma membrane"
17317660,"msms","AT1G76040.1","plasma membrane"
17317660,"msms","AT1G76070.1","plasma membrane"
17317660,"msms","AT1G76180.1","plasma membrane"
17317660,"msms","AT1G76390.1","plasma membrane"
17317660,"msms","AT1G76580.1","plasma membrane"
17317660,"msms","AT1G76650.1","plasma membrane"
17317660,"msms","AT1G76660.1","plasma membrane"
17317660,"msms","AT1G76810.1","plasma membrane"
17317660,"msms","AT1G76850.1","plasma membrane"
17317660,"msms","AT1G77110.1","plasma membrane"
17317660,"msms","AT1G77120.1","plasma membrane"
17317660,"msms","AT1G77210.1","plasma membrane"
17317660,"msms","AT1G77290.1","plasma membrane"
17317660,"msms","AT1G77630.1","plasma membrane"
17317660,"msms","AT1G78110.1","plasma membrane"
17317660,"msms","AT1G78200.1","plasma membrane"
17317660,"msms","AT1G78300.1","plasma membrane"
17317660,"msms","AT1G78610.1","plasma membrane"
17317660,"msms","AT1G78830.1","plasma membrane"
17317660,"msms","AT1G78880.1","plasma membrane"
17317660,"msms","AT1G78900.1","plasma membrane"
17317660,"msms","AT1G79450.1","plasma membrane"
17317660,"msms","AT1G79520.1","plasma membrane"
17317660,"msms","AT1G79550.1","plasma membrane"
17317660,"msms","AT1G79920.1","plasma membrane"
17317660,"msms","AT1G79930.1","plasma membrane"
17317660,"msms","AT1G79940.1","plasma membrane"
17317660,"msms","AT1G80180.1","plasma membrane"
17317660,"msms","AT1G80870.1","plasma membrane"
17317660,"msms","AT2G01080.1","plasma membrane"
17317660,"msms","AT2G01180.1","plasma membrane"
17317660,"msms","AT2G01210.1","plasma membrane"
17317660,"msms","AT2G01250.1","plasma membrane"
17317660,"msms","AT2G01340.1","plasma membrane"
17317660,"msms","AT2G01410.1","plasma membrane"
17317660,"msms","AT2G01470.1","plasma membrane"
17317660,"msms","AT2G01490.1","plasma membrane"
17317660,"msms","AT2G01630.1","plasma membrane"
17317660,"msms","AT2G01680.1","plasma membrane"
17317660,"msms","AT2G01720.1","plasma membrane"
17317660,"msms","AT2G01750.1","plasma membrane"
17317660,"msms","AT2G01820.1","plasma membrane"
17317660,"msms","AT2G02100.1","plasma membrane"
17317660,"msms","AT2G02170.1","plasma membrane"
17317660,"msms","AT2G02480.1","plasma membrane"
17317660,"msms","AT2G02790.1","plasma membrane"
17317660,"msms","AT2G02800.1","plasma membrane"
17317660,"msms","AT2G02930.1","plasma membrane"
17317660,"msms","AT2G02990.1","plasma membrane"
17317660,"msms","AT2G03530.1","plasma membrane"
17317660,"msms","AT2G03810.1","plasma membrane"
17317660,"msms","AT2G04390.1","plasma membrane"
17317660,"msms","AT2G04780.1","plasma membrane"
17317660,"msms","AT2G07360.1","plasma membrane"
17317660,"msms","AT2G13820.1","plasma membrane"
17317660,"msms","AT2G14120.1","plasma membrane"
17317660,"msms","AT2G15760.1","plasma membrane"
17317660,"msms","AT2G16250.1","plasma membrane"
17317660,"msms","AT2G16900.1","plasma membrane"
17317660,"msms","AT2G17120.1","plasma membrane"
17317660,"msms","AT2G17290.1","plasma membrane"
17317660,"msms","AT2G17360.1","plasma membrane"
17317660,"msms","AT2G17390.1","plasma membrane"
17317660,"msms","AT2G17480.1","plasma membrane"
17317660,"msms","AT2G18020.1","plasma membrane"
17317660,"msms","AT2G18040.1","plasma membrane"
17317660,"msms","AT2G18500.1","plasma membrane"
17317660,"msms","AT2G18730.1","plasma membrane"
17317660,"msms","AT2G18960.1","plasma membrane"
17317660,"msms","AT2G19110.1","plasma membrane"
17317660,"msms","AT2G19340.1","plasma membrane"
17317660,"msms","AT2G19480.1","plasma membrane"
17317660,"msms","AT2G19730.1","plasma membrane"
17317660,"msms","AT2G19740.1","plasma membrane"
17317660,"msms","AT2G19830.1","plasma membrane"
17317660,"msms","AT2G20050.1","plasma membrane"
17317660,"msms","AT2G20140.1","plasma membrane"
17317660,"msms","AT2G20190.1","plasma membrane"
17317660,"msms","AT2G20300.1","plasma membrane"
17317660,"msms","AT2G20580.1","plasma membrane"
17317660,"msms","AT2G20760.1","plasma membrane"
17317660,"msms","AT2G20840.1","plasma membrane"
17317660,"msms","AT2G20850.1","plasma membrane"
17317660,"msms","AT2G20990.1","plasma membrane"
17317660,"msms","AT2G21160.1","plasma membrane"
17317660,"msms","AT2G21300.1","plasma membrane"
17317660,"msms","AT2G21500.1","plasma membrane"
17317660,"msms","AT2G21770.1","plasma membrane"
17317660,"msms","AT2G22560.1","plasma membrane"
17317660,"msms","AT2G23120.1","plasma membrane"
17317660,"msms","AT2G23520.1","plasma membrane"
17317660,"msms","AT2G23810.1","plasma membrane"
17317660,"msms","AT2G23940.1","plasma membrane"
17317660,"msms","AT2G23980.1","plasma membrane"
17317660,"msms","AT2G24180.1","plasma membrane"
17317660,"msms","AT2G24360.1","plasma membrane"
17317660,"msms","AT2G24520.1","plasma membrane"
17317660,"msms","AT2G24765.1","plasma membrane"
17317660,"msms","AT2G25060.1","plasma membrane"
17317660,"msms","AT2G25070.1","plasma membrane"
17317660,"msms","AT2G25270.1","plasma membrane"
17317660,"msms","AT2G25430.1","plasma membrane"
17317660,"msms","AT2G25790.1","plasma membrane"
17317660,"msms","AT2G26300.1","plasma membrane"
17317660,"msms","AT2G26510.1","plasma membrane"
17317660,"msms","AT2G26530.1","plasma membrane"
17317660,"msms","AT2G26570.1","plasma membrane"
17317660,"msms","AT2G26730.1","plasma membrane"
17317660,"msms","AT2G27030.1","plasma membrane"
17317660,"msms","AT2G27210.1","plasma membrane"
17317660,"msms","AT2G27710.1","plasma membrane"
17317660,"msms","AT2G27810.1","plasma membrane"
17317660,"msms","AT2G28070.1","plasma membrane"
17317660,"msms","AT2G28150.1","plasma membrane"
17317660,"msms","AT2G28320.1","plasma membrane"
17317660,"msms","AT2G28370.1","plasma membrane"
17317660,"msms","AT2G28890.1","plasma membrane"
17317660,"msms","AT2G28930.1","plasma membrane"
17317660,"msms","AT2G29140.1","plasma membrane"
17317660,"msms","AT2G29550.1","plasma membrane"
17317660,"msms","AT2G30110.1","plasma membrane"
17317660,"msms","AT2G30270.1","plasma membrane"
17317660,"msms","AT2G30490.1","plasma membrane"
17317660,"msms","AT2G30740.1","plasma membrane"
17317660,"msms","AT2G31820.1","plasma membrane"
17317660,"msms","AT2G31880.1","plasma membrane"
17317660,"msms","AT2G31960.1","plasma membrane"
17317660,"msms","AT2G32240.1","plasma membrane"
17317660,"msms","AT2G32275.1","plasma membrane"
17317660,"msms","AT2G32450.1","plasma membrane"
17317660,"msms","AT2G32800.1","plasma membrane"
17317660,"msms","AT2G32920.1","plasma membrane"
17317660,"msms","AT2G33210.1","plasma membrane"
17317660,"msms","AT2G33490.1","plasma membrane"
17317660,"msms","AT2G33580.1","plasma membrane"
17317660,"msms","AT2G33990.1","plasma membrane"
17317660,"msms","AT2G34480.1","plasma membrane"
17317660,"msms","AT2G34680.1","plasma membrane"
17317660,"msms","AT2G35060.1","plasma membrane"
17317660,"msms","AT2G35190.1","plasma membrane"
17317660,"msms","AT2G35350.1","plasma membrane"
17317660,"msms","AT2G36160.1","plasma membrane"
17317660,"msms","AT2G36330.1","plasma membrane"
17317660,"msms","AT2G36350.1","plasma membrane"
17317660,"msms","AT2G36410.1","plasma membrane"
17317660,"msms","AT2G36530.1","plasma membrane"
17317660,"msms","AT2G36570.1","plasma membrane"
17317660,"msms","AT2G36580.1","plasma membrane"
17317660,"msms","AT2G36620.1","plasma membrane"
17317660,"msms","AT2G36850.1","plasma membrane"
17317660,"msms","AT2G36880.1","plasma membrane"
17317660,"msms","AT2G36910.1","plasma membrane"
17317660,"msms","AT2G37050.1","plasma membrane"
17317660,"msms","AT2G37270.1","plasma membrane"
17317660,"msms","AT2G37280.1","plasma membrane"
17317660,"msms","AT2G37620.1","plasma membrane"
17317660,"msms","AT2G37710.1","plasma membrane"
17317660,"msms","AT2G37930.1","plasma membrane"
17317660,"msms","AT2G37970.1","plasma membrane"
17317660,"msms","AT2G38070.1","plasma membrane"
17317660,"msms","AT2G38290.1","plasma membrane"
17317660,"msms","AT2G38410.1","plasma membrane"
17317660,"msms","AT2G38440.1","plasma membrane"
17317660,"msms","AT2G38465.1","plasma membrane"
17317660,"msms","AT2G38480.1","plasma membrane"
17317660,"msms","AT2G38770.1","plasma membrane"
17317660,"msms","AT2G38940.1","plasma membrane"
17317660,"msms","AT2G39200.1","plasma membrane"
17317660,"msms","AT2G39350.1","plasma membrane"
17317660,"msms","AT2G39360.1","plasma membrane"
17317660,"msms","AT2G39480.1","plasma membrane"
17317660,"msms","AT2G39660.1","plasma membrane"
17317660,"msms","AT2G40060.1","plasma membrane"
17317660,"msms","AT2G40270.1","plasma membrane"
17317660,"msms","AT2G40540.1","plasma membrane"
17317660,"msms","AT2G40820.1","plasma membrane"
