pmid,issn,name,year,doi
22730405,1532-298X,Plant Cell,2012,10.1105/tpc.112.100107
22735703,1362-4962,Nucleic Acids Res.,2012,10.1093/nar/gks613
22738204,1365-313X,Plant J.,2012,10.1111/j.1365-313X.2012.05089.x
22738221,1365-313X,Plant J.,2012,10.1111/j.1365-313X.2012.05090.x
22739826,1532-298X,Plant Cell,2012,10.1105/tpc.112.098210
22751362,1559-2324,Plant Signal Behav,2012,10.4161/psb.20769
22760209,1532-2548,Plant Physiol.,2012,10.1104/pp.112.201541
22762155,1467-7652,Plant Biotechnol. J.,2012,10.1111/j.1467-7652.2012.00723.x
22773682,1471-9053,Plant Cell Physiol.,2012,10.1093/pcp/pcs100
22773747,1532-298X,Plant Cell,2012,10.1105/tpc.112.100156
22773749,1532-298X,Plant Cell,2012,10.1105/tpc.112.097766
22773752,1532-298X,Plant Cell,2012,10.1105/tpc.112.098152
22797472,1532-298X,Plant Cell,2012,10.1105/tpc.112.099721
22814374,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2012,10.1073/pnas.1202630109
22815541,1752-9867,Mol Plant,2012,10.1093/mp/sss060
22821940,1460-2431,J. Exp. Bot.,2012,10.1093/jxb/ers188
22822206,1532-298X,Plant Cell,2012,10.1105/tpc.112.098277
22822207,1532-298X,Plant Cell,2012,10.1105/tpc.112.099978
22829145,1532-298X,Plant Cell,2012,10.1105/tpc.112.101022
22829147,1532-298X,Plant Cell,2012,10.1105/tpc.112.100214
22841711,1873-3468,FEBS Lett.,2012,10.1016/j.febslet.2012.07.052
22849572,1471-2229,BMC Plant Biol.,2012,10.1186/1471-2229-12-123
22872756,1532-298X,Plant Cell,2012,10.1105/tpc.112.096420
22883514,1742-4658,FEBS J.,2012,10.1111/j.1742-4658.2012.08742.x
22885616,1471-9053,Plant Cell Physiol.,2012,10.1093/pcp/pcs114
22891199,1471-9053,Plant Cell Physiol.,2012,10.1093/pcp/pcs083
22892320,1532-298X,Plant Cell,2012,10.1105/tpc.112.101428
22897245,1744-7909,J Integr Plant Biol,2012,10.1111/j.1744-7909.2012.01152.x
22904146,1532-298X,Plant Cell,2012,10.1105/tpc.112.101915
22912871,1932-6203,PLoS ONE,2012,10.1371/journal.pone.0043414
22920973,1618-1328,J. Plant Physiol.,2012,10.1016/j.jplph.2012.05.026
22921914,1097-4172,Cell,2012,10.1016/j.cell.2012.07.017
22923678,1532-2548,Plant Physiol.,2012,10.1104/pp.112.204263
22926318,1532-2548,Plant Physiol.,2012,10.1104/pp.112.199208
22930748,1532-2548,Plant Physiol.,2012,10.1104/pp.112.201640
22933714,1752-9867,Mol Plant,2012,10.1093/mp/sss074
22940907,1476-4679,Nat. Cell Biol.,2012,10.1038/ncb2568
22942378,1532-298X,Plant Cell,2012,10.1105/tpc.112.101014
22942380,1532-298X,Plant Cell,2012,10.1105/tpc.112.100081
22942382,1532-298X,Plant Cell,2012,10.1105/tpc.112.101006
22960247,1471-9053,Plant Cell Physiol.,2012,10.1093/pcp/pcs123
22969781,1664-462X,Front Plant Sci,2012,10.3389/fpls.2012.00184
22974509,1365-313X,Plant J.,2013,10.1111/tpj.12023
22991283,1532-2548,Plant Physiol.,2012,10.1104/pp.112.204339
23001034,1532-298X,Plant Cell,2012,10.1105/tpc.112.099507
23001037,1532-298X,Plant Cell,2012,10.1105/tpc.112.098681
23012349,1471-9053,Plant Cell Physiol.,2013,10.1093/pcp/pcs132
23019378,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2012,10.1073/pnas.1209487109
23027663,1532-2548,Plant Physiol.,2012,10.1104/pp.112.207399
23034877,1471-9053,Plant Cell Physiol.,2012,10.1093/pcp/pcs131
23039100,1365-313X,Plant J.,2013,10.1111/tpj.12043
23045523,1471-9053,Plant Cell Physiol.,2012,10.1093/pcp/pcs138
23054472,1532-298X,Plant Cell,2012,10.1105/tpc.112.103952
23057508,1469-8137,New Phytol.,2013,10.1111/j.1469-8137.2012.04369.x
23062072,1471-2229,BMC Plant Biol.,2012,10.1186/1471-2229-12-191
23064319,1532-298X,Plant Cell,2012,10.1105/tpc.112.102384
23064321,1532-298X,Plant Cell,2012,10.1105/tpc.112.103028
23085732,1532-298X,Plant Cell,2012,10.1105/tpc.112.101964
23095126,1365-313X,Plant J.,2013,10.1111/tpj.12059
23104829,1532-298X,Plant Cell,2012,10.1105/tpc.112.105478
23104832,1532-298X,Plant Cell,2012,10.1105/tpc.112.102608
23109687,1532-2548,Plant Physiol.,2013,10.1104/pp.112.206896
23110899,1532-298X,Plant Cell,2012,10.1105/tpc.112.104828
23115248,1532-298X,Plant Cell,2012,10.1105/tpc.112.103838
23115249,1532-298X,Plant Cell,2012,10.1105/tpc.112.101253
23118188,1095-9203,Science,2012,10.1126/science.1225053
23121860,1873-2690,Plant Physiol. Biochem.,2012,10.1016/j.plaphy.2012.10.002
23132787,1532-2548,Plant Physiol.,2013,10.1104/pp.112.206706
23133621,1932-6203,PLoS ONE,2012,10.1371/journal.pone.0048241
23134300,1744-7909,J Integr Plant Biol,2013,10.1111/jipb.12004
23136373,1532-298X,Plant Cell,2012,10.1105/tpc.112.101220
23141542,1097-4172,Cell,2012,10.1016/j.cell.2012.09.039
23155454,1932-6203,PLoS ONE,2012,10.1371/journal.pone.0049103
23161859,1471-9053,Plant Cell Physiol.,2013,10.1093/pcp/pcs151
23161888,1532-298X,Plant Cell,2012,10.1105/tpc.112.105023
23162070,1756-2651,J. Biochem.,2013,10.1093/jb/mvs132
23162563,1664-462X,Front Plant Sci,2012,10.3389/fpls.2012.00251
23163742,1399-3054,Physiol Plant,2013,10.1111/ppl.12000
23163883,1365-313X,Plant J.,2013,10.1111/tpj.12074
23170036,1532-298X,Plant Cell,2012,10.1105/tpc.112.104463
23173056,1932-6203,PLoS ONE,2012,10.1371/journal.pone.0049363
23175744,1532-298X,Plant Cell,2012,10.1105/tpc.112.102566
23175753,1532-2548,Plant Physiol.,2013,10.1104/pp.112.210914
23175755,1532-2548,Plant Physiol.,2013,10.1104/pp.112.202325
23203051,1422-0067,Int J Mol Sci,2012,10.3390/ijms131114086
23204407,1532-298X,Plant Cell,2012,10.1105/tpc.112.106039
23204523,1083-351X,J. Biol. Chem.,2013,10.1074/jbc.M112.396200
23220690,1471-9053,Plant Cell Physiol.,2013,10.1093/pcp/pcs161
23220733,1471-9053,Plant Cell Physiol.,2013,10.1093/pcp/pcs166
23221595,1532-298X,Plant Cell,2012,10.1105/tpc.112.106542
23221597,1532-298X,Plant Cell,2012,10.1105/tpc.112.103697
23221598,1532-298X,Plant Cell,2012,10.1105/tpc.112.105163
23226441,1932-6203,PLoS ONE,2012,10.1371/journal.pone.0050984
23228661,1090-2104,Biochem. Biophys. Res. Commun.,2012,10.1016/j.bbrc.2012.11.115
23232097,1532-298X,Plant Cell,2012,10.1105/tpc.112.106393
23238393,1469-3178,EMBO Rep.,2013,10.1038/embor.2012.208
23243126,1532-298X,Plant Cell,2012,10.1105/tpc.112.106625
23250447,1532-298X,Plant Cell,2012,10.1105/tpc.112.105361
23252740,1469-8137,New Phytol.,2013,10.1111/nph.12092
23257241,1532-2548,Plant Physiol.,2013,10.1104/pp.112.210997
23266962,1532-2548,Plant Physiol.,2013,10.1104/pp.112.209148
23268310,1573-4978,Mol. Biol. Rep.,2013,10.1007/s11033-012-2350-0
23275579,1532-298X,Plant Cell,2012,10.1105/tpc.112.107144
23275581,1532-298X,Plant Cell,2012,10.1105/tpc.112.107235
23283982,1939-4586,Mol. Biol. Cell,2013,10.1091/mbc.E12-06-0492
23297417,1083-351X,J. Biol. Chem.,2013,10.1074/jbc.M112.438143
23300166,1532-2548,Plant Physiol.,2013,10.1104/pp.112.210724
23314848,1532-298X,Plant Cell,2013,10.1105/tpc.112.105742
23316205,1664-462X,Front Plant Sci,2012,10.3389/fpls.2012.00284
23319550,1532-2548,Plant Physiol.,2013,10.1104/pp.112.207779
23321422,1532-2548,Plant Physiol.,2013,10.1104/pp.112.210583
23323832,1470-8728,Biochem. J.,2013,10.1042/BJ20121639
23331961,1365-313X,Plant J.,2013,10.1111/tpj.12118
23335615,1532-298X,Plant Cell,2013,10.1105/tpc.112.102210
23335616,1532-298X,Plant Cell,2013,10.1105/tpc.112.107854
23335625,1532-2548,Plant Physiol.,2013,10.1104/pp.112.211011
23336935,1744-7909,J Integr Plant Biol,2013,10.1111/jipb.12014
23351158,1742-4658,FEBS J.,2013,10.1111/febs.12154
23362207,1532-298X,Plant Cell,2013,10.1105/tpc.112.096313
23362208,1532-298X,Plant Cell,2013,10.1105/tpc.112.107045
23362209,1532-298X,Plant Cell,2013,10.1105/tpc.112.106575
23370715,1532-2548,Plant Physiol.,2013,10.1104/pp.112.207514
23371947,1532-298X,Plant Cell,2013,10.1105/tpc.112.108191
23371951,1532-298X,Plant Cell,2013,10.1105/tpc.112.107086
23378619,1532-298X,Plant Cell,2013,10.1105/tpc.112.106898
23385145,1471-9053,Plant Cell Physiol.,2013,10.1093/pcp/pct021
23390202,1471-9053,Plant Cell Physiol.,2013,10.1093/pcp/pct018
23390424,1664-462X,Front Plant Sci,2013,10.3389/fpls.2013.00011
23395902,1460-2075,EMBO J.,2013,10.1038/emboj.2013.15
23396598,1471-9053,Plant Cell Physiol.,2013,10.1093/pcp/pct028
23396599,1471-9053,Plant Cell Physiol.,2013,10.1093/pcp/pct031
23404887,1532-298X,Plant Cell,2013,10.1105/tpc.112.107896
23404889,1532-298X,Plant Cell,2013,10.1105/tpc.112.105767
23408827,1460-2431,J. Exp. Bot.,2013,10.1093/jxb/ert030
23409184,1932-6203,PLoS ONE,2013,10.1371/journal.pone.0056429
23416303,1873-3468,FEBS Lett.,2013,10.1016/j.febslet.2013.02.009
23424245,1532-298X,Plant Cell,2013,10.1105/tpc.112.106880
23424246,1532-298X,Plant Cell,2013,10.1105/tpc.112.105882
23424247,1532-298X,Plant Cell,2013,10.1105/tpc.112.108373
23424627,1932-6203,PLoS ONE,2013,10.1371/journal.pone.0055277
23426196,1532-2548,Plant Physiol.,2013,10.1104/pp.112.212357
23430044,1752-9867,Mol Plant,2013,10.1093/mp/sst032
23437871,1469-8137,New Phytol.,2013,10.1111/nph.12185
23444301,1471-9053,Plant Cell Physiol.,2013,10.1093/pcp/pct037
23444332,1532-298X,Plant Cell,2013,10.1105/tpc.113.109223
23445487,1365-313X,Plant J.,2013,10.1111/tpj.12155
23451199,1932-6203,PLoS ONE,2013,10.1371/journal.pone.0057283
23454656,1873-3468,FEBS Lett.,2013,10.1016/j.febslet.2013.02.041
23459204,1469-3178,EMBO Rep.,2013,10.1038/embor.2013.24
23463773,1532-298X,Plant Cell,2013,10.1105/tpc.112.108027
23463774,1532-298X,Plant Cell,2013,10.1105/tpc.113.110528
23482856,1532-298X,Plant Cell,2013,10.1105/tpc.112.108829
23482857,1532-298X,Plant Cell,2013,10.1105/tpc.112.108951
23482858,1532-298X,Plant Cell,2013,10.1105/tpc.112.107888
23483289,1573-5028,Plant Mol. Biol.,2013,10.1007/s11103-013-0039-y
23493405,1532-2548,Plant Physiol.,2013,10.1104/pp.113.215509
23495664,1469-8137,New Phytol.,2013,10.1111/nph.12236
23498864,1873-2259,Plant Sci.,2013,10.1016/j.plantsci.2013.01.012
23512855,1532-298X,Plant Cell,2013,10.1105/tpc.113.110106
23512856,1532-298X,Plant Cell,2013,10.1105/tpc.112.100057
23515225,1939-4586,Mol. Biol. Cell,2013,10.1091/mbc.E13-02-0074
23515580,0219-1032,Mol. Cells,2013,10.1007/s10059-013-0030-0
23524662,1532-298X,Plant Cell,2013,10.1105/tpc.113.110353
23524848,1460-2075,EMBO J.,2013,10.1038/emboj.2013.49
23524850,1460-2075,EMBO J.,2013,10.1038/emboj.2013.61
23532067,1532-298X,Plant Cell,2013,10.1105/tpc.112.108803
23532072,1532-298X,Plant Cell,2013,10.1105/tpc.112.107904
23536609,1460-2431,J. Exp. Bot.,2013,10.1093/jxb/ert066
23543366,1432-203X,Plant Cell Rep.,2013,10.1007/s00299-013-1402-9
23543752,1471-9053,Plant Cell Physiol.,2013,10.1093/pcp/pct048
23543785,1532-298X,Plant Cell,2013,10.1105/tpc.112.106849
23548744,1532-298X,Plant Cell,2013,10.1105/tpc.113.109710
23549413,1742-2051,Mol Biosyst,2013,10.1039/c3mb00004d
23551385,1365-313X,Plant J.,2013,10.1111/tpj.12184
23562796,1873-2690,Plant Physiol. Biochem.,2013,10.1016/j.plaphy.2013.03.009
23572542,1532-298X,Plant Cell,2013,10.1105/tpc.112.108506
23572548,1532-298X,Plant Cell,2013,10.1105/tpc.113.110072
23580592,1532-2548,Plant Physiol.,2013,10.1104/pp.113.217018
23580594,1532-2548,Plant Physiol.,2013,10.1104/pp.113.214940
23583552,1879-0445,Curr. Biol.,2013,10.1016/j.cub.2013.03.021
23585650,1532-298X,Plant Cell,2013,10.1105/tpc.113.111179
23585652,1532-2548,Plant Physiol.,2013,10.1104/pp.112.210450
23590882,1532-298X,Plant Cell,2013,10.1105/tpc.113.110668
23590975,1532-2548,Plant Physiol.,2013,10.1104/pp.113.218081
23596191,1532-2548,Plant Physiol.,2013,10.1104/pp.113.217323
23602096,1873-2259,Plant Sci.,2013,10.1016/j.plantsci.2013.02.008
23609608,1573-5028,Plant Mol. Biol.,2013,10.1007/s11103-013-0061-0
23613197,1532-298X,Plant Cell,2013,10.1105/tpc.112.109090
23615222,1742-4658,FEBS J.,2013,10.1111/febs.12301
23617622,1365-313X,Plant J.,2013,10.1111/tpj.12218
23622241,1097-4172,Cell,2013,10.1016/j.cell.2013.04.005
23624714,1532-298X,Plant Cell,2013,10.1105/tpc.113.110684
23624715,1532-298X,Plant Cell,2013,10.1105/tpc.113.109751
23632852,1532-2548,Plant Physiol.,2013,10.1104/pp.112.213124
23632853,1532-2548,Plant Physiol.,2013,10.1104/pp.113.218164
23634838,0894-0282,Mol. Plant Microbe Interact.,2013,10.1094/MPMI-02-13-0040-R
23645630,1532-298X,Plant Cell,2013,10.1105/tpc.112.104869
23645632,1532-2548,Plant Physiol.,2013,10.1104/pp.112.213009
23653471,1532-298X,Plant Cell,2013,10.1105/tpc.113.112789
23659919,1471-9053,Plant Cell Physiol.,2013,10.1093/pcp/pct070
23661365,0219-1032,Mol. Cells,2013,10.1007/s10059-013-2130-2
23667126,1532-298X,Plant Cell,2013,10.1105/tpc.113.111898
23667806,2193-1801,Springerplus,2013,10.1186/2193-1801-2-148
23673979,1532-298X,Plant Cell,2013,10.1105/tpc.113.110452
23682115,1460-2431,J. Exp. Bot.,2013,10.1093/jxb/ert125
23686240,1471-9053,Plant Cell Physiol.,2013,10.1093/pcp/pct076
23690534,1532-2548,Plant Physiol.,2013,10.1104/pp.113.214551
23713076,1752-9867,Mol Plant,2013,10.1093/mp/sst065
23715470,1532-298X,Plant Cell,2013,10.1105/tpc.113.111849
23715472,1532-298X,Plant Cell,2013,10.1105/tpc.113.110940
23723324,1532-298X,Plant Cell,2013,10.1105/tpc.113.112151
23729351,1573-5028,Plant Mol. Biol.,2013,10.1007/s11103-013-0070-z
23733076,1559-2324,Plant Signal Behav,2013,10.4161/psb.25198
23737500,1471-9053,Plant Cell Physiol.,2013,10.1093/pcp/pct075
23738689,1365-313X,Plant J.,2013,10.1111/tpj.12257
23747397,1879-0038,Gene,2013,10.1016/j.gene.2013.05.056
23757404,1532-2548,Plant Physiol.,2013,10.1104/pp.113.218156
23760157,1742-2051,Mol Biosyst,2013,10.1039/c3mb70128j
23761796,1664-462X,Front Plant Sci,2013,10.3389/fpls.2013.00153
23766354,1471-9053,Plant Cell Physiol.,2013,10.1093/pcp/pct088
23766365,1532-2548,Plant Physiol.,2013,10.1104/pp.113.221051
23771893,1532-298X,Plant Cell,2013,10.1105/tpc.113.112359
23772959,1469-8137,New Phytol.,2013,10.1111/nph.12364
23778966,1460-2075,EMBO J.,2013,10.1038/emboj.2013.145
23782494,1364-3703,Mol. Plant Pathol.,2013,10.1111/mpp.12050
23793400,1752-9867,Mol Plant,2013,10.1093/mp/sst109
23796795,1532-2548,Plant Physiol.,2013,10.1104/pp.113.220152
23803517,1471-9053,Plant Cell Physiol.,2013,10.1093/pcp/pct091
23820729,1535-9484,Mol. Cell Proteomics,2013,10.1074/mcp.M113.029579
23831064,1873-3468,FEBS Lett.,2013,10.1016/j.febslet.2013.06.038
23832523,1615-6102,Protoplasma,2014,10.1007/s00709-013-0526-7
23841539,1471-2229,BMC Plant Biol.,2013,10.1186/1471-2229-13-100
23843604,1532-2548,Plant Physiol.,2013,10.1104/pp.113.221234
23851315,1876-7737,J Proteomics,2013,10.1016/j.jprot.2013.07.001
23886624,1532-2548,Plant Physiol.,2013,10.1104/pp.113.223222
23896897,2041-1723,Nat Commun,2013,10.1038/ncomms3215
23898032,1532-298X,Plant Cell,2013,10.1105/tpc.113.112557
23898343,1664-462X,Front Plant Sci,2013,10.3389/fpls.2013.00283
23903016,1471-9053,Plant Cell Physiol.,2013,10.1093/pcp/pct107
23903439,1532-2548,Plant Physiol.,2013,10.1104/pp.113.221341
23909681,1365-313X,Plant J.,2013,10.1111/tpj.12302
23918961,1460-2431,J. Exp. Bot.,2013,10.1093/jxb/ert157
23921992,1471-9053,Plant Cell Physiol.,2013,10.1093/pcp/pct106
23924631,1477-9129,Development,2013,10.1242/dev.095711
23950973,1932-6203,PLoS ONE,2013,10.1371/journal.pone.0070623
23958864,1532-2548,Plant Physiol.,2013,10.1104/pp.113.225805
23961845,1365-3040,Plant Cell Environ.,2014,10.1111/pce.12186
23964026,1532-298X,Plant Cell,2013,10.1105/tpc.113.115287
23964902,1399-3054,Physiol Plant,2014,10.1111/ppl.12087
23975897,1532-298X,Plant Cell,2013,10.1105/tpc.113.114082
23975898,1532-298X,Plant Cell,2013,10.1105/tpc.113.114264
23975899,1532-298X,Plant Cell,2013,10.1105/tpc.113.114058
23979971,1532-2548,Plant Physiol.,2013,10.1104/pp.113.223503
23990937,1932-6203,PLoS ONE,2013,10.1371/journal.pone.0071206
23995081,1532-298X,Plant Cell,2013,10.1105/tpc.113.113704
24006285,1532-2548,Plant Physiol.,2013,10.1104/pp.113.226563
24006426,1460-2431,J. Exp. Bot.,2013,10.1093/jxb/ert271
24012629,1876-7737,J Proteomics,2013,10.1016/j.jprot.2013.08.015
24014547,1532-298X,Plant Cell,2013,10.1105/tpc.113.114736
24019147,1535-9484,Mol. Cell Proteomics,2013,10.1074/mcp.M113.029256
24019428,1532-2548,Plant Physiol.,2013,10.1104/pp.113.225045
24027242,1532-2548,Plant Physiol.,2013,10.1104/pp.113.225680
24027245,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2013,10.1073/pnas.1311244110
24036454,1873-3468,FEBS Lett.,2013,10.1016/j.febslet.2013.08.045
24037373,1555-8584,RNA Biol,2013,10.4161/rna.26128
24040826,1471-2229,BMC Plant Biol.,2013,10.1186/1471-2229-13-135
24043784,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2013,10.1073/pnas.1307637110
24045017,1532-298X,Plant Cell,2013,10.1105/tpc.113.113985
24058157,1532-298X,Plant Cell,2013,10.1105/tpc.113.117820
24058159,1532-298X,Plant Cell,2013,10.1105/tpc.113.114835
24064770,1532-298X,Plant Cell,2013,10.1105/tpc.113.114462
24076026,1873-3468,FEBS Lett.,2013,10.1016/j.febslet.2013.09.019
24086145,1553-7404,PLoS Genet.,2013,10.1371/journal.pgen.1003787
24092888,1532-2548,Plant Physiol.,2013,10.1104/pp.113.227041
24096413,1532-2548,Plant Physiol.,2013,10.1104/pp.113.225706
24097264,1432-2048,Planta,2014,10.1007/s00425-013-1966-1
24101142,1573-5028,Plant Mol. Biol.,2014,10.1007/s11103-013-0138-9
24104567,1532-298X,Plant Cell,2013,10.1105/tpc.113.113001
24116145,1932-6203,PLoS ONE,2013,10.1371/journal.pone.0076745
24122828,1532-298X,Plant Cell,2013,10.1105/tpc.113.116012
24122829,1532-298X,Plant Cell,2013,10.1105/tpc.113.115998
24130159,1532-298X,Plant Cell,2013,10.1105/tpc.113.117184
24130194,1532-2548,Plant Physiol.,2013,10.1104/pp.113.223453
24132784,1471-9053,Plant Cell Physiol.,2013,10.1093/pcp/pct148
24134884,1532-2548,Plant Physiol.,2013,10.1104/pp.113.225607
24144791,1532-2548,Plant Physiol.,2013,10.1104/pp.113.227199
24147885,1365-313X,Plant J.,2014,10.1111/tpj.12362
24151292,1532-298X,Plant Cell,2013,10.1105/tpc.113.117390
24151298,1532-298X,Plant Cell,2013,10.1105/tpc.113.111096
24151300,1460-2431,J. Exp. Bot.,2013,10.1093/jxb/ert330
24153405,2041-1723,Nat Commun,2013,10.1038/ncomms3558
24163289,1471-9053,Plant Cell Physiol.,2014,10.1093/pcp/pct151
24179130,1532-298X,Plant Cell,2013,10.1105/tpc.113.115162
24187546,1664-462X,Front Plant Sci,2013,10.3389/fpls.2013.00407
24203231,1752-9867,Mol Plant,2014,10.1093/mp/sst156
24204370,1664-462X,Front Plant Sci,2013,10.3389/fpls.2013.00430
24206847,1879-0445,Curr. Biol.,2013,10.1016/j.cub.2013.09.018
24214397,1532-298X,Plant Cell,2013,10.1105/tpc.113.116145
24214535,1532-2548,Plant Physiol.,2014,10.1104/pp.113.230185
24220632,1532-298X,Plant Cell,2013,10.1105/tpc.113.118364
24225654,1532-2548,Plant Physiol.,2014,10.1104/pp.113.227686
24249832,1532-298X,Plant Cell,2013,10.1105/tpc.113.118307
24249834,1532-298X,Plant Cell,2013,10.1105/tpc.113.117028
24270628,1559-2324,Plant Signal Behav,2013,10.4161/psb.25998
24278440,1932-6203,PLoS ONE,2013,10.1371/journal.pone.0081463
24280384,1532-298X,Plant Cell,2013,10.1105/tpc.113.118463
24280388,1532-298X,Plant Cell,2013,10.1105/tpc.113.118158
24280391,1532-298X,Plant Cell,2013,10.1105/tpc.113.117853
24284066,1477-9137,J. Cell. Sci.,2014,10.1242/jcs.134536
24285750,1471-9053,Plant Cell Physiol.,2014,10.1093/pcp/pct175
24307681,1939-4586,Mol. Biol. Cell,2014,10.1091/mbc.E13-10-0586
24312429,1932-6203,PLoS ONE,2013,10.1371/journal.pone.0082596
24320620,1365-313X,Plant J.,2014,10.1111/tpj.12404
24323506,1460-2431,J. Exp. Bot.,2014,10.1093/jxb/ert412
24326589,1532-298X,Plant Cell,2013,10.1105/tpc.113.116582
24330158,1365-313X,Plant J.,2014,10.1111/tpj.12408
24330683,1471-2229,BMC Plant Biol.,2013,10.1186/1471-2229-13-211
24352449,1098-5514,J. Virol.,2014,10.1128/JVI.02305-13
24361574,1876-7737,J Proteomics,2014,10.1016/j.jprot.2013.12.007
24363287,1471-9053,Plant Cell Physiol.,2014,10.1093/pcp/pct195
24368787,1532-298X,Plant Cell,2013,10.1105/tpc.113.119370
24368796,1532-298X,Plant Cell,2013,10.1105/tpc.113.116715
24369434,1471-9053,Plant Cell Physiol.,2014,10.1093/pcp/pct196
24381066,1532-2548,Plant Physiol.,2014,10.1104/pp.113.232751
24388512,1873-2259,Plant Sci.,2014,10.1016/j.plantsci.2013.10.010
24393051,1365-3040,Plant Cell Environ.,2015,10.1111/pce.12267
24397334,1520-4995,Biochemistry,2014,10.1021/bi401096m
24397874,1365-313X,Plant J.,2014,10.1111/tpj.12428
24400485,0253-9772,Yi Chuan,2013,
24406791,1532-2548,Plant Physiol.,2014,10.1104/pp.113.233221
24407512,1432-2048,Planta,2014,10.1007/s00425-014-2025-2
24430502,1573-5028,Plant Mol. Biol.,2014,10.1007/s11103-013-0170-9
24440291,1879-0038,Gene,2014,10.1016/j.gene.2014.01.029
24443495,1471-9053,Plant Cell Physiol.,2014,10.1093/pcp/pcu012
24443496,1471-9053,Plant Cell Physiol.,2014,10.1093/pcp/pcu010
24449877,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2014,10.1073/pnas.1319953111
24474628,1532-298X,Plant Cell,2014,10.1105/tpc.113.118935
24485461,1097-4172,Cell,2014,10.1016/j.cell.2013.12.027
24486761,1471-9053,Plant Cell Physiol.,2014,10.1093/pcp/pcu020
24486765,1471-9053,Plant Cell Physiol.,2014,10.1093/pcp/pcu019
24492254,1471-9053,Plant Cell Physiol.,2014,10.1093/pcp/pcu017
24492334,1532-2548,Plant Physiol.,2014,10.1104/pp.113.228700
24494243,1559-2324,Plant Signal Behav,2013,
24525519,1559-2324,Plant Signal Behav,2014,
24528491,1365-313X,Plant J.,2014,10.1111/tpj.12477
24529374,1097-4172,Cell,2014,10.1016/j.cell.2014.01.039
24529575,1873-3700,Phytochemistry,2014,10.1016/j.phytochem.2014.01.007
24532660,1091-6490,Proc. Natl. Acad. Sci. U.S.A.,2014,10.1073/pnas.1318817111
24556575,1095-8657,J. Struct. Biol.,2014,10.1016/j.jsb.2014.02.005
24556609,1471-9053,Plant Cell Physiol.,2014,10.1093/pcp/pcu038
24558328,1537-744X,ScientificWorldJournal,2014,10.1155/2014/792420
24561766,2045-2322,Sci Rep,2014,10.1038/srep04159
24566535,1471-9053,Plant Cell Physiol.,2014,10.1093/pcp/pcu041
24571519,1365-313X,Plant J.,2014,10.1111/tpj.12489
24574485,1460-2431,J. Exp. Bot.,2014,10.1093/jxb/ert480
24580679,1365-313X,Plant J.,2014,10.1111/tpj.12491
24585838,1532-298X,Plant Cell,2014,10.1105/tpc.114.122853
24586161,1553-7374,PLoS Pathog.,2014,10.1371/journal.ppat.1003952
24599492,1532-2548,Plant Physiol.,2014,10.1104/pp.114.236539
24600457,1664-462X,Front Plant Sci,2014,10.3389/fpls.2014.00037
24605116,1664-462X,Front Plant Sci,2014,10.3389/fpls.2014.00058
24612058,1365-313X,Plant J.,2014,10.1111/tpj.12474
24617758,1365-313X,Plant J.,2014,10.1111/tpj.12501
24637024,1083-351X,J. Biol. Chem.,2014,10.1074/jbc.M113.521716
24659330,1532-298X,Plant Cell,2014,10.1105/tpc.113.117069
24665109,1095-8290,Ann. Bot.,2014,10.1093/aob/mcu035
24676855,1532-2548,Plant Physiol.,2014,10.1104/pp.114.239210
24681615,1532-298X,Plant Cell,2014,10.1105/tpc.114.123968
24689873,1535-3907,J. Proteome Res.,2014,10.1021/pr4012624
24693939,1471-2229,BMC Plant Biol.,2014,10.1186/1471-2229-14-90
24704865,1559-2324,Plant Signal Behav,2014,
24705271,1932-6203,PLoS ONE,2014,10.1371/journal.pone.0093371
24709150,1618-1328,J. Plant Physiol.,2014,10.1016/j.jplph.2013.11.012
24712693,1535-3907,J. Proteome Res.,2014,10.1021/pr500010z
24719325,1083-351X,J. Biol. Chem.,2014,10.1074/jbc.M114.548156
24722992,1083-351X,J. Biol. Chem.,2014,10.1074/jbc.M113.533133
24724701,1365-313X,Plant J.,2014,10.1111/tpj.12533
24727099,1872-8278,Mitochondrion,2014,10.1016/j.mito.2014.03.004
24737717,1095-8290,Ann. Bot.,2014,10.1093/aob/mcu041
24739417,1471-2229,BMC Plant Biol.,2014,10.1186/1471-2229-14-98
24750137,1469-8137,New Phytol.,2014,10.1111/nph.12817
24755455,1532-298X,Plant Cell,2014,10.1105/tpc.113.122358
24805883,1573-5028,Plant Mol. Biol.,2014,10.1007/s11103-014-0196-7
24807078,1469-8137,New Phytol.,2014,10.1111/nph.12836
24824485,1532-298X,Plant Cell,2014,10.1105/tpc.113.120360
24830428,1553-7404,PLoS Genet.,2014,10.1371/journal.pgen.1004384
24832081,1559-2324,Plant Signal Behav,2014,
24838974,1532-298X,Plant Cell,2014,10.1105/tpc.114.125807
24846764,1535-3907,J. Proteome Res.,2014,10.1021/pr401245g
24846799,1872-8278,Mitochondrion,2014,10.1016/j.mito.2014.05.003
24851876,1752-9867,Mol Plant,2014,10.1093/mp/ssu063
24855943,1097-4172,Cell,2014,10.1016/j.cell.2014.03.056
